,ticker_x,date,open,high,low,close,volume,dividends,ev_x,evebit_x,evebitda_x,marketcap_x,pb_x,pe_x,ps_x,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev_y,evebit_y,evebitda_y,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap_y,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb_y,pe_y,pe1,ppnenet,prefdivis,price,ps_y,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,MSFT,10/28/2019,144.4,145.67,143.51,144.19,34844213,0,1039515.5,22.5,17.9,1099997.5,10.4,26.8,8.5,-61000000,2.78955E+11,2.71913E+11,1.65896E+11,1.13059E+11,0.477,13.893,-13708000000,1.36636E+11,1.36636E+11,43411000000,41094000000,2.854,1.63,76154000000,3017000000,73137000000,76154000000,34026000000,11816000000,0,0.013,1.84,46153000000,57969000000,0.447,57969000000,46153000000,46153000000,5.36,5.3,5.36,1.06061E+11,98845750000,1.06061E+11,9.79858E+11,21,16.903,38638000000,5.061,1,86403000000,0.666,49621000000,0,1.10734E+11,1.09806E+11,2622000000,2684000000,0,2684000000,1.72894E+11,58118000000,1.14776E+11,1.04034E+12,-2020000000,-2605000000,-19502000000,-6500000000,-14101000000,-39712000000,-14596000000,1717000000,52346000000,-58000000,41094000000,41094000000,41094000000,0,0,0.317,40713000000,45690000000,8574000000,0.343,9.809,25.316,25.442,46299000000,0,136.37,8.014,8.02,19087000000,27240000000,1.29814E+11,1.29814E+11,17464000000,0.151,0.416,0.42,0.356,4807000000,23249000000,1,7628805618,7634000000,7710000000,17.005,2.29334E+11,0,5059000000,32131000000,30.041,1.07778E+11
1,MSFT,10/25/2019,139.34,141.14,139.2,140.73,24408208,0,1013119.8,22,17.5,1073601.8,10.1,26.1,8.3,-61000000,2.78955E+11,2.71913E+11,1.65896E+11,1.13059E+11,0.477,13.893,-13708000000,1.36636E+11,1.36636E+11,43411000000,41094000000,2.854,1.63,76154000000,3017000000,73137000000,76154000000,34026000000,11816000000,0,0.013,1.84,46153000000,57969000000,0.447,57969000000,46153000000,46153000000,5.36,5.3,5.36,1.06061E+11,98845750000,1.06061E+11,9.79858E+11,21,16.903,38638000000,5.061,1,86403000000,0.666,49621000000,0,1.10734E+11,1.09806E+11,2622000000,2684000000,0,2684000000,1.72894E+11,58118000000,1.14776E+11,1.04034E+12,-2020000000,-2605000000,-19502000000,-6500000000,-14101000000,-39712000000,-14596000000,1717000000,52346000000,-58000000,41094000000,41094000000,41094000000,0,0,0.317,40713000000,45690000000,8574000000,0.343,9.809,25.316,25.442,46299000000,0,136.37,8.014,8.02,19087000000,27240000000,1.29814E+11,1.29814E+11,17464000000,0.151,0.416,0.42,0.356,4807000000,23249000000,1,7628805618,7634000000,7710000000,17.005,2.29334E+11,0,5059000000,32131000000,30.041,1.07778E+11
2,MSFT,10/24/2019,139.39,140.42,138.67,139.94,36949252,0,1007093.1,21.8,17.4,1067575.1,10.1,26,8.2,-61000000,2.78955E+11,2.71913E+11,1.65896E+11,1.13059E+11,0.477,13.893,-13708000000,1.36636E+11,1.36636E+11,43411000000,41094000000,2.854,1.63,76154000000,3017000000,73137000000,76154000000,34026000000,11816000000,0,0.013,1.84,46153000000,57969000000,0.447,57969000000,46153000000,46153000000,5.36,5.3,5.36,1.06061E+11,98845750000,1.06061E+11,9.79858E+11,21,16.903,38638000000,5.061,1,86403000000,0.666,49621000000,0,1.10734E+11,1.09806E+11,2622000000,2684000000,0,2684000000,1.72894E+11,58118000000,1.14776E+11,1.04034E+12,-2020000000,-2605000000,-19502000000,-6500000000,-14101000000,-39712000000,-14596000000,1717000000,52346000000,-58000000,41094000000,41094000000,41094000000,0,0,0.317,40713000000,45690000000,8574000000,0.343,9.809,25.316,25.442,46299000000,0,136.37,8.014,8.02,19087000000,27240000000,1.29814E+11,1.29814E+11,17464000000,0.151,0.416,0.42,0.356,4807000000,23249000000,1,7628805618,7634000000,7710000000,17.005,2.29334E+11,0,5059000000,32131000000,30.041,1.07778E+11
3,MSFT,10/23/2019,136.88,137.45,135.61,137.24,28995786,0,986495.3,21.4,17,1046977.3,9.9,25.5,8.1,-61000000,2.78955E+11,2.71913E+11,1.65896E+11,1.13059E+11,0.477,13.893,-13708000000,1.36636E+11,1.36636E+11,43411000000,41094000000,2.854,1.63,76154000000,3017000000,73137000000,76154000000,34026000000,11816000000,0,0.013,1.84,46153000000,57969000000,0.447,57969000000,46153000000,46153000000,5.36,5.3,5.36,1.06061E+11,98845750000,1.06061E+11,9.79858E+11,21,16.903,38638000000,5.061,1,86403000000,0.666,49621000000,0,1.10734E+11,1.09806E+11,2622000000,2684000000,0,2684000000,1.72894E+11,58118000000,1.14776E+11,1.04034E+12,-2020000000,-2605000000,-19502000000,-6500000000,-14101000000,-39712000000,-14596000000,1717000000,52346000000,-58000000,41094000000,41094000000,41094000000,0,0,0.317,40713000000,45690000000,8574000000,0.343,9.809,25.316,25.442,46299000000,0,136.37,8.014,8.02,19087000000,27240000000,1.29814E+11,1.29814E+11,17464000000,0.151,0.416,0.42,0.356,4807000000,23249000000,1,7628805618,7634000000,7710000000,17.005,2.29334E+11,0,5059000000,32131000000,30.041,1.07778E+11
4,MSFT,10/22/2019,138.97,140.01,136.26,136.37,26992677,0,985787.8,22.6,17.8,1041240.8,10.2,26.5,8.3,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
5,MSFT,10/21/2019,138.45,138.5,137.01,138.43,19769323,0,1001516.7,22.9,18.1,1056969.7,10.3,26.9,8.4,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
6,MSFT,10/18/2019,139.76,140,136.56,137.41,30223705,0,993728.6,22.7,17.9,1049181.6,10.3,26.7,8.3,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
7,MSFT,10/17/2019,140.95,141.42,139.02,139.69,21248495,0,1011137.3,23.1,18.3,1066590.3,10.4,27.2,8.5,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
8,MSFT,10/16/2019,140.79,140.99,139.53,140.41,20477451,0,1016634.8,23.3,18.4,1072087.8,10.5,27.3,8.5,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
9,MSFT,10/15/2019,140.06,141.79,139.81,141.575,19353147,0,1025530.1,23.5,18.5,1080983.1,10.6,27.5,8.6,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
