,ticker_x,date,open,high,low,close,volume,dividends,ev_x,evebit_x,evebitda_x,marketcap_x,pb_x,pe_x,ps_x,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev_y,evebit_y,evebitda_y,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap_y,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb_y,pe_y,pe1,ppnenet,prefdivis,price,ps_y,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
10,MSFT,10/14/2019,139.69,140.29,139.52,139.55,13220700,0,1010068.4,23.1,18.2,1065521.4,10.4,27.2,8.5,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
11,MSFT,10/11/2019,140.12,141.03,139.5,139.68,25363260,0,1011061,23.1,18.3,1066514,10.4,27.2,8.5,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
12,MSFT,10/10/2019,138.49,139.67,138.25,139.1,17486339,0,1006632.4,23,18.2,1062085.4,10.4,27.1,8.4,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
13,MSFT,10/9/2019,137.46,138.7,136.97,138.24,19672966,0,1000066,22.9,18.1,1055519,10.3,26.9,8.4,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
14,MSFT,10/8/2019,137.08,137.76,135.62,135.67,25385378,0,980443,22.4,17.7,1035896,10.1,26.4,8.2,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
15,MSFT,10/7/2019,137.14,138.18,137.02,137.12,15219453,0,991514.3,22.7,17.9,1046967.3,10.2,26.7,8.3,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
16,MSFT,10/4/2019,136.75,138.25,136.42,138.12,22670841,0,999149.7,22.9,18,1054602.7,10.3,26.9,8.4,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
17,MSFT,10/3/2019,134.95,136.75,133.22,136.28,24154446,0,985100.6,22.5,17.8,1040553.6,10.2,26.5,8.3,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
18,MSFT,10/2/2019,136.25,136.37,133.58,134.65,31023196,0,972654.9,22.3,17.6,1028107.9,10,26.2,8.2,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
19,MSFT,10/1/2019,139.66,140.25,137,137.07,20687311,0,991132.6,22.7,17.9,1046585.6,10.2,26.7,8.3,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
20,MSFT,9/30/2019,138.05,139.215,137.78,139.03,17250462,0,1006098,23,18.2,1061551,10.4,27.1,8.4,-340000000,2.86556E+11,2.66579E+11,1.75552E+11,1.11004E+11,0.472,13.368,-13925000000,1.33819E+11,1.33819E+11,42910000000,39240000000,2.529,1.8,78366000000,5516000000,72850000000,78366000000,37206000000,11682000000,0,0.013,1.8,43688000000,55370000000,0.44,55370000000,43688000000,43688000000,5.11,5.06,5.11,1.0233E+11,93822250000,1.0233E+11,9.98692E+11,23,18.037,38260000000,4.986,1,82933000000,0.659,49776000000,0,1.11907E+11,1.081E+11,2063000000,2649000000,0,2649000000,1.84226E+11,69420000000,1.14806E+11,1.05414E+12,-590000000,-2388000000,-18401000000,-4000000000,-13811000000,-36887000000,-15773000000,540000000,52185000000,-115000000,39240000000,39240000000,39240000000,0,0,0.312,39974000000,42959000000,9382000000,0.352,10.301,26.864,27.018,43856000000,0,138.06,8.377,8.418,29524000000,24150000000,1.25843E+11,1.25843E+11,16876000000,0.147,0.418,0.404,0.347,4652000000,23098000000,1,7635409400,7673000000,7753000000,16.401,2.3678E+11,0,4448000000,35510000000,30.931,1.06132E+11
